paso,tiempo_s,ps0_raw,ps7_raw,ps0_norm,ps7_norm,front_norm_crudo,front_norm_filtrado,front_metros_crudo,front_metros_kalman,ganancia_K,delta_d_encoder,ps1_norm,ps6_norm,ps2_norm,ps5_norm,accion
140,8.96,72.9,67.7,0.0178,0.0165,0.0172,0.0168,0.09828,0.07128,0.13177,0.00412,0.0165,0.0171,0.0149,0.016,avanzar
141,9.024,74.5,65.4,0.0182,0.016,0.0171,0.0169,0.09829,0.07126,0.13177,0.00412,0.0157,0.0165,0.017,0.015,avanzar
142,9.088,62.0,64.1,0.0151,0.0157,0.0154,0.0164,0.09846,0.07127,0.13177,0.00412,0.0161,0.0171,0.016,0.0161,avanzar
143,9.152,66.5,69.7,0.0162,0.017,0.0166,0.0165,0.09834,0.07126,0.13177,0.00412,0.0164,0.0166,0.0163,0.0173,avanzar
144,9.216,65.9,65.7,0.0161,0.016,0.0161,0.0164,0.09839,0.07126,0.13177,0.00412,0.0164,0.0159,0.0168,0.0172,avanzar
145,9.28,70.6,64.5,0.0172,0.0157,0.0165,0.0164,0.09835,0.07125,0.13177,0.00412,0.0155,0.0186,0.0168,0.0167,avanzar
146,9.344,72.8,64.8,0.0178,0.0158,0.0168,0.0165,0.09832,0.0713,0.13177,0.004055,0.0176,0.018,0.0172,0.0162,avanzar
147,9.408,63.2,70.3,0.0154,0.0172,0.0163,0.0165,0.09837,0.07129,0.13177,0.00412,0.0149,0.0163,0.018,0.0158,avanzar
148,9.472,65.9,66.9,0.0161,0.0163,0.0162,0.0164,0.09838,0.07128,0.13177,0.00412,0.0172,0.0148,0.0174,0.0167,avanzar
149,9.536,66.0,67.4,0.0161,0.0165,0.0163,0.0164,0.09837,0.07133,0.13177,0.004055,0.0161,0.0161,0.0173,0.0165,avanzar
150,9.6,73.9,64.0,0.018,0.0156,0.0168,0.0165,0.09832,0.07131,0.13177,0.00412,0.0171,0.016,0.0156,0.016,avanzar
151,9.664,69.0,61.8,0.0168,0.0151,0.016,0.0163,0.0984,0.0713,0.13177,0.00412,0.0179,0.0171,0.0164,0.0161,avanzar
152,9.728,70.0,63.9,0.0171,0.0156,0.0163,0.0163,0.09837,0.07129,0.13177,0.00412,0.0152,0.0154,0.0149,0.0162,avanzar
153,9.792,60.7,72.6,0.0148,0.0177,0.0163,0.0163,0.09837,0.07128,0.13177,0.00412,0.0166,0.0168,0.0167,0.0164,avanzar
154,9.856,66.8,61.4,0.0163,0.015,0.0157,0.0161,0.09843,0.07129,0.13177,0.00412,0.0168,0.0166,0.0158,0.0149,avanzar
155,9.92,66.3,66.1,0.0162,0.0161,0.0162,0.0161,0.09838,0.07128,0.13177,0.00412,0.017,0.0171,0.0152,0.0163,avanzar
156,9.984,74.3,64.1,0.0181,0.0157,0.0169,0.0164,0.09831,0.07126,0.13177,0.00412,0.0175,0.0162,0.0165,0.0167,avanzar
157,10.048,66.1,62.0,0.0161,0.0151,0.0156,0.0161,0.09844,0.07132,0.13177,0.004055,0.016,0.0157,0.0164,0.0168,avanzar
158,10.112,67.1,68.4,0.0164,0.0167,0.0165,0.0163,0.09835,0.07131,0.13177,0.00412,0.0163,0.0155,0.0162,0.0143,avanzar
159,10.176,65.0,63.5,0.0159,0.0155,0.0157,0.0161,0.09843,0.07131,0.13177,0.00412,0.0176,0.0181,0.0169,0.0151,avanzar
160,10.24,73.0,71.2,0.0178,0.0174,0.0176,0.0165,0.09824,0.07133,0.13177,0.004055,0.0174,0.0163,0.0161,0.017,avanzar
161,10.304,59.6,76.5,0.0146,0.0187,0.0166,0.0166,0.09834,0.07132,0.13177,0.00412,0.0166,0.0166,0.0178,0.0166,avanzar
162,10.368,61.3,68.7,0.015,0.0168,0.0159,0.0164,0.09841,0.07131,0.13177,0.00412,0.0155,0.0173,0.0162,0.0166,avanzar
163,10.432,66.6,69.0,0.0163,0.0168,0.0166,0.0164,0.09834,0.0713,0.13177,0.00412,0.0166,0.0152,0.0182,0.0179,avanzar
164,10.496,67.3,68.2,0.0164,0.0167,0.0165,0.0165,0.09835,0.07128,0.13177,0.00412,0.0153,0.0157,0.0174,0.0175,avanzar
165,10.56,66.8,75.1,0.0163,0.0183,0.0173,0.0167,0.09827,0.07126,0.13177,0.00412,0.0157,0.0156,0.0162,0.0158,avanzar
166,10.624,65.1,69.3,0.0159,0.0169,0.0164,0.0166,0.09836,0.07126,0.13177,0.00412,0.0164,0.0166,0.0148,0.0157,avanzar
167,10.688,65.2,66.4,0.0159,0.0162,0.0161,0.0165,0.09839,0.07126,0.13177,0.00412,0.017,0.0168,0.0167,0.016,avanzar
168,10.752,67.1,67.3,0.0164,0.0164,0.0164,0.0164,0.09836,0.07125,0.13177,0.00412,0.018,0.017,0.0162,0.0174,avanzar
169,10.816,70.6,65.8,0.0172,0.0161,0.0167,0.0165,0.09833,0.0713,0.13177,0.004055,0.0152,0.0162,0.0149,0.0176,avanzar
170,10.88,67.9,61.6,0.0166,0.015,0.0158,0.0163,0.09842,0.0713,0.13177,0.00412,0.0152,0.016,0.0156,0.0176,avanzar
171,10.944,63.6,72.3,0.0155,0.0176,0.0166,0.0164,0.09834,0.07134,0.13177,0.004055,0.0175,0.0152,0.0171,0.0151,avanzar
172,11.008,66.7,69.1,0.0163,0.0169,0.0166,0.0164,0.09834,0.07132,0.13177,0.00412,0.0161,0.0181,0.0169,0.0164,avanzar
173,11.072,65.4,70.1,0.016,0.0171,0.0165,0.0165,0.09835,0.0713,0.13177,0.00412,0.0156,0.0158,0.0169,0.0159,avanzar
174,11.136,66.5,67.1,0.0162,0.0164,0.0163,0.0164,0.09837,0.07129,0.13177,0.00412,0.0156,0.0179,0.0163,0.0154,avanzar
175,11.2,70.4,63.7,0.0172,0.0155,0.0164,0.0164,0.09836,0.07128,0.13177,0.00412,0.0154,0.0173,0.017,0.0168,avanzar
176,11.264,72.7,67.6,0.0178,0.0165,0.0171,0.0166,0.09829,0.07127,0.13177,0.00412,0.0158,0.015,0.0182,0.0168,avanzar
177,11.328,66.8,71.1,0.0163,0.0174,0.0168,0.0167,0.09832,0.07125,0.13177,0.00412,0.0165,0.016,0.0171,0.0175,avanzar
178,11.392,69.9,66.9,0.0171,0.0163,0.0167,0.0167,0.09833,0.07124,0.13177,0.00412,0.0155,0.0148,0.0163,0.0172,avanzar
179,11.456,64.7,75.7,0.0158,0.0185,0.0171,0.0168,0.09829,0.07123,0.13177,0.00412,0.0167,0.0155,0.0163,0.0159,avanzar
180,11.52,73.3,103.8,0.0179,0.0253,0.0216,0.0183,0.09784,0.07122,0.13177,0.004055,0.0152,0.0179,0.0157,0.0177,avanzar
181,11.584,66.9,114.3,0.0163,0.0279,0.0221,0.0194,0.09779,0.07114,0.13177,0.00412,0.0159,0.0232,0.0172,0.0161,avanzar
182,11.648,64.6,114.0,0.0158,0.0278,0.0218,0.0201,0.09782,0.07114,0.13177,0.004055,0.016,0.0289,0.0169,0.0164,avanzar
183,11.712,63.9,135.0,0.0156,0.033,0.0243,0.0214,0.09757,0.07104,0.13177,0.00412,0.0163,0.0307,0.0164,0.0162,avanzar
184,11.776,82.0,158.4,0.02,0.0387,0.0293,0.0238,0.09707,0.07089,0.13177,0.00412,0.0168,0.036,0.0172,0.0173,avanzar
185,11.84,92.4,181.1,0.0226,0.0442,0.0334,0.0267,0.09666,0.07077,0.13177,0.004055,0.017,0.0381,0.0162,0.0171,avanzar
186,11.904,112.7,230.1,0.0275,0.0562,0.0418,0.0312,0.09582,0.07055,0.13177,0.004055,0.0182,0.0508,0.0153,0.0158,avanzar
187,11.968,116.7,285.9,0.0285,0.0698,0.0492,0.0366,0.09508,0.07021,0.13177,0.00412,0.0144,0.0587,0.0174,0.0178,avanzar
188,12.032,150.6,366.9,0.0368,0.0896,0.0632,0.0446,0.09368,0.06983,0.13177,0.003991,0.016,0.0788,0.0178,0.0164,avanzar
189,12.096,180.2,539.1,0.044,0.1316,0.0878,0.0575,0.09122,0.06913,0.13177,0.004055,0.0161,0.1006,0.0171,0.0158,avanzar
190,12.16,237.3,1247.0,0.0579,0.3044,0.1812,0.0946,0.08188,0.06735,0.13177,0.003991,0.0164,0.1957,0.0159,0.0158,avanzar
191,12.224,329.6,1927.7,0.0805,0.4706,0.2756,0.1489,0.07244,0.06461,0.13177,0.003927,0.0157,0.3985,0.0165,0.0146,avanzar
192,12.288,315.6,1821.5,0.077,0.4447,0.2609,0.1825,0.07391,0.06265,0.13177,0.003669,0.0168,0.3531,0.0164,0.017,avanzar
193,12.352,320.5,1802.9,0.0782,0.4402,0.2592,0.2055,0.07408,0.06097,0.13177,0.003669,0.0163,0.3507,0.0158,0.016,avanzar
194,12.416,323.0,1805.3,0.0789,0.4408,0.2598,0.2218,0.07402,0.05967,0.13177,0.003476,0.0165,0.3501,0.0169,0.0164,avanzar
195,12.48,331.9,1820.0,0.081,0.4443,0.2627,0.2341,0.07373,0.05851,0.13177,0.003476,0.0163,0.3569,0.0171,0.017,avanzar
196,12.544,327.0,1808.6,0.0798,0.4415,0.2607,0.2421,0.07393,0.05763,0.13177,0.003347,0.0165,0.3515,0.0165,0.0159,avanzar
197,12.608,323.5,1803.0,0.079,0.4402,0.2596,0.2473,0.07404,0.05689,0.13177,0.003347,0.0167,0.353,0.0171,0.0184,avanzar
198,12.672,322.4,1818.7,0.0787,0.444,0.2614,0.2515,0.07386,0.05633,0.13177,0.003218,0.0167,0.3535,0.0162,0.015,avanzar
199,12.736,330.7,1826.8,0.0807,0.446,0.2634,0.2551,0.07366,0.05582,0.13177,0.003218,0.0175,0.3541,0.0166,0.0158,avanzar
200,12.8,324.2,1818.9,0.0792,0.4441,0.2616,0.257,0.07384,0.0554,0.13177,0.003219,0.0159,0.3544,0.0171,0.0172,avanzar
201,12.864,334.1,1826.7,0.0816,0.446,0.2638,0.2591,0.07362,0.05501,0.13177,0.003218,0.0162,0.3526,0.0163,0.0169,avanzar
202,12.928,322.6,1827.5,0.0787,0.4462,0.2625,0.2601,0.07375,0.05468,0.13177,0.003219,0.0167,0.3543,0.0159,0.0183,avanzar
203,12.992,333.3,1832.1,0.0814,0.4473,0.2643,0.2614,0.07357,0.05449,0.13177,0.00309,0.016,0.3511,0.0161,0.0162,avanzar
204,13.056,330.5,1819.1,0.0807,0.4441,0.2624,0.2617,0.07376,0.05423,0.13177,0.003219,0.016,0.3567,0.0176,0.0165,avanzar
205,13.12,327.6,1840.0,0.08,0.4492,0.2646,0.2625,0.07354,0.0541,0.13177,0.00309,0.0151,0.3532,0.0158,0.0166,avanzar
206,13.184,327.9,1840.9,0.08,0.4494,0.2647,0.2632,0.07353,0.05397,0.13177,0.00309,0.017,0.354,0.0172,0.0157,avanzar
207,13.248,333.2,1829.9,0.0814,0.4468,0.2641,0.2635,0.07359,0.05388,0.13177,0.00309,0.016,0.3539,0.0168,0.0169,avanzar
208,13.312,329.9,1816.0,0.0805,0.4434,0.2619,0.263,0.07381,0.05376,0.13177,0.003154,0.016,0.3552,0.0162,0.0179,avanzar
209,13.376,336.5,1811.1,0.0821,0.4422,0.2622,0.2628,0.07378,0.05372,0.13177,0.00309,0.0173,0.3559,0.0168,0.0157,avanzar
210,13.44,328.0,1818.7,0.0801,0.444,0.2621,0.2625,0.07379,0.05368,0.13177,0.00309,0.0167,0.356,0.0164,0.0175,avanzar
211,13.504,326.7,1827.5,0.0798,0.4462,0.263,0.2627,0.0737,0.05364,0.13177,0.00309,0.0165,0.354,0.0163,0.0175,avanzar
212,13.568,334.3,1829.2,0.0816,0.4466,0.2641,0.2631,0.07359,0.05353,0.13177,0.003154,0.015,0.3561,0.0176,0.0165,avanzar
213,13.632,327.0,1825.0,0.0798,0.4455,0.2627,0.263,0.07373,0.05356,0.13177,0.003025,0.0175,0.3554,0.0175,0.0173,avanzar
214,13.696,321.0,1838.2,0.0784,0.4488,0.2636,0.2632,0.07364,0.05353,0.13177,0.00309,0.0154,0.3601,0.0146,0.0168,avanzar
215,13.76,319.8,1813.2,0.0781,0.4427,0.2604,0.2623,0.07396,0.05354,0.13177,0.00309,0.0168,0.3586,0.0164,0.0145,avanzar
216,13.824,331.1,1825.4,0.0808,0.4456,0.2632,0.2626,0.07368,0.05351,0.13177,0.00309,0.0157,0.3576,0.0165,0.0163,avanzar
217,13.888,338.2,1831.4,0.0826,0.4471,0.2648,0.2633,0.07352,0.05346,0.13177,0.00309,0.0163,0.3631,0.0163,0.0163,avanzar
218,13.952,327.2,1826.8,0.0799,0.446,0.2629,0.2632,0.07371,0.05345,0.13177,0.00309,0.0155,0.3545,0.016,0.0156,avanzar
219,14.016,334.2,1823.6,0.0816,0.4452,0.2634,0.2632,0.07366,0.05343,0.13177,0.00309,0.0157,0.3586,0.0153,0.0165,avanzar
220,14.08,327.9,1810.5,0.0801,0.442,0.261,0.2626,0.0739,0.0535,0.13177,0.003025,0.0167,0.3618,0.0146,0.0156,avanzar
221,14.144,337.9,1821.4,0.0825,0.4447,0.2636,0.2629,0.07364,0.05347,0.13177,0.00309,0.0182,0.3589,0.0168,0.0166,avanzar
222,14.208,311.6,1818.7,0.0761,0.444,0.26,0.262,0.074,0.05349,0.13177,0.00309,0.017,0.359,0.0158,0.0167,avanzar
223,14.272,331.2,1831.1,0.0809,0.447,0.264,0.2626,0.0736,0.05346,0.13177,0.00309,0.0167,0.3587,0.0181,0.0164,avanzar
224,14.336,328.0,1815.2,0.0801,0.4432,0.2616,0.2623,0.07384,0.05346,0.13177,0.00309,0.0171,0.3603,0.0153,0.0169,avanzar
225,14.4,312.5,1832.8,0.0763,0.4475,0.2619,0.2622,0.07381,0.05346,0.13177,0.00309,0.0161,0.359,0.016,0.0164,avanzar
226,14.464,325.7,1825.4,0.0795,0.4457,0.2626,0.2623,0.07374,0.05345,0.13177,0.00309,0.017,0.3582,0.014,0.0165,avanzar
227,14.528,329.7,1833.9,0.0805,0.4477,0.2641,0.2628,0.07359,0.05342,0.13177,0.00309,0.0166,0.3564,0.0154,0.017,avanzar
228,14.592,329.3,1818.8,0.0804,0.4441,0.2622,0.2627,0.07378,0.05342,0.13177,0.00309,0.0169,0.3571,0.0175,0.0158,avanzar
229,14.656,336.5,1815.0,0.0822,0.4431,0.2626,0.2626,0.07374,0.05342,0.13177,0.00309,0.0165,0.3592,0.0167,0.017,avanzar
230,14.72,312.1,1807.1,0.0762,0.4412,0.2587,0.2615,0.07413,0.05346,0.13177,0.00309,0.0163,0.353,0.0153,0.0156,avanzar
231,14.784,320.9,1815.1,0.0783,0.4431,0.2607,0.2612,0.07393,0.05353,0.13177,0.003025,0.0168,0.3513,0.0171,0.0164,avanzar
232,14.848,332.0,1818.3,0.081,0.4439,0.2625,0.2616,0.07375,0.05351,0.13177,0.00309,0.0165,0.3564,0.0164,0.0155,avanzar
233,14.912,325.4,1815.5,0.0794,0.4432,0.2613,0.2615,0.07387,0.05351,0.13177,0.00309,0.0168,0.3524,0.0176,0.017,avanzar
234,14.976,329.2,1803.5,0.0804,0.4403,0.2603,0.2612,0.07397,0.05353,0.13177,0.00309,0.0164,0.355,0.017,0.0169,avanzar
235,15.04,325.6,1829.9,0.0795,0.4467,0.2631,0.2618,0.07369,0.0535,0.13177,0.00309,0.0169,0.3591,0.017,0.0154,avanzar
236,15.104,333.6,1833.8,0.0814,0.4477,0.2646,0.2626,0.07354,0.05346,0.13177,0.00309,0.0165,0.3547,0.0169,0.0164,avanzar
237,15.168,330.9,1820.3,0.0808,0.4444,0.2626,0.2626,0.07374,0.05345,0.13177,0.00309,0.0169,0.3525,0.0174,0.0166,avanzar
238,15.232,334.7,1829.0,0.0817,0.4465,0.2641,0.2631,0.07359,0.05348,0.13177,0.003025,0.0178,0.3518,0.0172,0.0157,avanzar
239,15.296,341.8,1805.3,0.0834,0.4407,0.2621,0.2628,0.07379,0.05347,0.13177,0.00309,0.0158,0.3543,0.0166,0.0157,avanzar
240,15.36,332.6,1819.1,0.0812,0.4441,0.2627,0.2627,0.07373,0.05346,0.13177,0.00309,0.0162,0.3548,0.0171,0.016,avanzar
241,15.424,325.6,1829.9,0.0795,0.4467,0.2631,0.2629,0.07369,0.05344,0.13177,0.00309,0.0147,0.3583,0.0159,0.0156,avanzar
242,15.488,335.0,1816.2,0.0818,0.4434,0.2626,0.2628,0.07374,0.05343,0.13177,0.00309,0.017,0.3592,0.0165,0.0159,avanzar
243,15.552,338.7,1827.2,0.0827,0.4461,0.2644,0.2633,0.07356,0.0534,0.13177,0.00309,0.0159,0.3545,0.0158,0.0146,avanzar
244,15.616,331.0,1805.9,0.0808,0.4409,0.2608,0.2625,0.07392,0.05342,0.13177,0.00309,0.017,0.3569,0.0165,0.0164,avanzar
245,15.68,331.5,1812.9,0.0809,0.4426,0.2618,0.2623,0.07382,0.05343,0.13177,0.00309,0.0143,0.3583,0.0162,0.0174,avanzar
246,15.744,323.4,1817.6,0.079,0.4437,0.2614,0.262,0.07386,0.05344,0.13177,0.00309,0.0166,0.3524,0.0162,0.0169,avanzar
247,15.808,326.8,1815.5,0.0798,0.4432,0.2615,0.2619,0.07385,0.05345,0.13177,0.00309,0.0164,0.3566,0.0152,0.0159,avanzar
248,15.872,324.9,1790.9,0.0793,0.4372,0.2583,0.2608,0.07417,0.05355,0.13177,0.003025,0.017,0.3517,0.0157,0.0157,avanzar
249,15.936,332.5,1817.3,0.0812,0.4437,0.2624,0.2613,0.07376,0.05353,0.13177,0.00309,0.0165,0.3536,0.0158,0.0153,avanzar
250,16.0,327.1,1810.2,0.0799,0.4419,0.2609,0.2612,0.07391,0.05353,0.13177,0.00309,0.0166,0.3512,0.0151,0.017,avanzar
251,16.064,322.3,1814.7,0.0787,0.443,0.2609,0.2611,0.07391,0.05354,0.13177,0.00309,0.0158,0.3469,0.016,0.0173,avanzar
252,16.128,332.6,1805.7,0.0812,0.4408,0.261,0.2611,0.0739,0.05354,0.13177,0.00309,0.0169,0.3545,0.0162,0.0162,avanzar
253,16.192,323.4,1808.9,0.0789,0.4416,0.2603,0.2608,0.07397,0.05355,0.13177,0.00309,0.018,0.3566,0.0166,0.0164,avanzar
254,16.256,332.5,1795.9,0.0812,0.4385,0.2598,0.2605,0.07402,0.05356,0.13177,0.00309,0.0172,0.3576,0.0169,0.0178,avanzar
255,16.32,321.3,1813.1,0.0784,0.4426,0.2605,0.2605,0.07395,0.05357,0.13177,0.00309,0.017,0.3531,0.0162,0.0168,avanzar
256,16.384,333.9,1816.8,0.0815,0.4436,0.2625,0.2611,0.07375,0.05354,0.13177,0.00309,0.0151,0.3571,0.0156,0.0154,avanzar
257,16.448,328.3,1821.3,0.0802,0.4447,0.2624,0.2615,0.07376,0.05352,0.13177,0.00309,0.0171,0.3544,0.0162,0.0166,avanzar
258,16.512,326.9,1813.0,0.0798,0.4426,0.2612,0.2614,0.07388,0.05352,0.13177,0.00309,0.0155,0.3557,0.0159,0.0161,avanzar
259,16.576,342.1,1816.3,0.0835,0.4434,0.2635,0.262,0.07365,0.05355,0.13177,0.003025,0.0151,0.3538,0.0159,0.0159,avanzar
260,16.64,328.6,1804.7,0.0802,0.4406,0.2604,0.2616,0.07396,0.05356,0.13177,0.00309,0.0167,0.3629,0.0167,0.0158,avanzar
261,16.704,336.7,1833.7,0.0822,0.4477,0.2649,0.2626,0.07351,0.0535,0.13177,0.00309,0.0166,0.3526,0.0158,0.0168,avanzar
262,16.768,331.5,1831.2,0.0809,0.4471,0.264,0.263,0.0736,0.05347,0.13177,0.00309,0.0162,0.3556,0.0166,0.0159,avanzar
263,16.832,329.6,1810.1,0.0805,0.4419,0.2612,0.2625,0.07388,0.05348,0.13177,0.00309,0.0178,0.3534,0.0169,0.0171,avanzar
264,16.896,328.7,1804.9,0.0802,0.4407,0.2604,0.2619,0.07396,0.05349,0.13177,0.00309,0.0168,0.3524,0.0177,0.0165,avanzar
265,16.96,320.3,1813.0,0.0782,0.4426,0.2604,0.2614,0.07396,0.05351,0.13177,0.00309,0.0155,0.3538,0.0177,0.0156,avanzar
266,17.024,321.6,1806.0,0.0785,0.4409,0.2597,0.2609,0.07403,0.05353,0.13177,0.00309,0.0162,0.3543,0.0171,0.0171,avanzar
267,17.088,330.8,1789.8,0.0808,0.437,0.2589,0.2603,0.07411,0.05356,0.13177,0.00309,0.0159,0.3523,0.0173,0.0167,avanzar
268,17.152,331.1,1814.9,0.0808,0.4431,0.262,0.2608,0.0738,0.05354,0.13177,0.00309,0.0152,0.3506,0.016,0.0155,avanzar
269,17.216,331.1,1808.1,0.0808,0.4414,0.2611,0.2609,0.07389,0.05354,0.13177,0.00309,0.0168,0.3498,0.0159,0.0174,avanzar
270,17.28,335.0,1807.2,0.0818,0.4412,0.2615,0.2611,0.07385,0.05353,0.13177,0.00309,0.0167,0.3488,0.0176,0.0158,avanzar
271,17.344,319.0,1824.0,0.0779,0.4453,0.2616,0.2612,0.07384,0.05353,0.13177,0.00309,0.0171,0.3487,0.0156,0.0156,avanzar
272,17.408,328.4,1815.6,0.0802,0.4433,0.2617,0.2614,0.07383,0.05352,0.13177,0.00309,0.0153,0.355,0.0166,0.0155,avanzar
273,17.472,316.3,1805.9,0.0772,0.4409,0.2591,0.2607,0.07409,0.05355,0.13177,0.00309,0.0154,0.3545,0.0171,0.0152,avanzar
274,17.536,323.5,1804.5,0.079,0.4406,0.2598,0.2604,0.07402,0.05356,0.13177,0.00309,0.0171,0.3485,0.0164,0.0147,avanzar
275,17.6,326.1,1817.5,0.0796,0.4437,0.2617,0.2608,0.07383,0.05355,0.13177,0.00309,0.0169,0.3553,0.0161,0.0173,avanzar
276,17.664,324.9,1801.0,0.0793,0.4397,0.2595,0.2604,0.07405,0.05357,0.13177,0.00309,0.0172,0.3545,0.0157,0.0166,avanzar
277,17.728,326.4,1807.4,0.0797,0.4413,0.2605,0.2604,0.07395,0.05357,0.13177,0.00309,0.0163,0.3468,0.017,0.0165,avanzar
278,17.792,317.5,1802.6,0.0775,0.4401,0.2588,0.2599,0.07412,0.0536,0.13177,0.00309,0.0186,0.3555,0.0154,0.0161,avanzar
